Index,product,category,sale_price,market_price,type,rating,discount_amount,discount_percentage,rating_bucket,price_segment
798,Pro Istanbul Juice/Whisky Glass Tumbler Set,"Kitchen, Garden & Pets",409,558,Glassware,4,149,26.7,Very Good,Medium
799,Essential Organic - White Pepper Selection,"Foodgrains, Oil & Masala",70,75,Organic Masalas & Spices,4.3,5,6.67,Very Good,Low
800,New Generation Diet Chivda Set,Snacks & Branded Foods,50,50,Namkeen & Savoury Snacks,4.2,0,0,Very Good,Low
801,Max Chilli Garlic Aioli Dip Range,Snacks & Branded Foods,160,200,Dips & Dressings,3.9,40,20,Good,Medium
802,Advanced Jasmine Heart Bath Personal Care Gift Set Bundle,Beauty & Hygiene,1600,2000,Bath Salts & Oils,3.9,0,0,Good,High
803,"Pro Loofah/Sponge Scrubber/Body - Pink, BH-064D PNK Series",Beauty & Hygiene,139,189,Bathing Accessories,3.9,50,26.46,Good,Low
804,Ultimate Safe Sun Kids Sun Block Cream - SPF 25 Series,Beauty & Hygiene,232,335,Face Care,4,103,30.75,Very Good,Medium
805,Max Pasta & Pizza Sauce - No Onion & No Garlic Selection,Snacks & Branded Foods,89,89,Mayonnaise,4.2,0,0,Very Good,Low
806,Signature Soap Case - Glory Set,Beauty & Hygiene,85,85,Bathing Accessories,5,0,0,Excellent,Low
807,New Generation Peanut Butter - Chunky Premium Pack,Gourmet & World Food,299,299,"Chocolate, Peanut Spread",4.1,0,0,Very Good,Medium
808,New Generation Skin Gel - Under Eye Model,Beauty & Hygiene,189,189,Eye Care,3,0,0,Good,Medium
809,"New Generation Honey Comb Touch Non-Stick Flat Tawa - 260 mm, Black Series","Kitchen, Garden & Pets",429,799,Tawa & Sauce Pan,3.7,370,46.31,Good,Medium
810,"Pro Face Mask - Pro Tech 95, 6 layered, Medium, MK18003 Collection",Beauty & Hygiene,249,299,Face Masks & Safety Gears,3.6,50,16.72,Good,Medium
811,Expert Hand Soap - Lavender & Chamomile Series,Beauty & Hygiene,225,225,Hand Wash & Sanitizers,5,0,0,Excellent,Medium
812,Pro Durum Wheat Pasta- Penne Rigate 500 g Carton + Pasta Sauce- Arrabbiata 400 g Jar Bundle,Gourmet & World Food,598,598,Pastas & Spaghetti,3.9,0,0,Good,High
813,Fusion Oil - Gingelly Model,"Foodgrains, Oil & Masala",279,299,Gingelly Oil,4.2,20,6.69,Very Good,Medium
814,Advanced Ragi - Whole Line,"Foodgrains, Oil & Masala",57,60,Organic Dals & Pulses,3.8,3,5,Good,Low
815,"Artisan Capsules - Shilajit Gold for Strength, Stamina & Power Set",Beauty & Hygiene,322.5,430,Ayurveda,3.9,107.5,25,Good,Medium
816,Artisan 100% Melamine 3D Soup Spoon - Blue Series,"Kitchen, Garden & Pets",264,264,Plates & Bowls,3.9,0,0,Good,Medium
817,Essential Signature Gold Dark Vanilla & Oud Wood Perfume Model,Beauty & Hygiene,360,450,Men'S Deodorants,3.6,90,20,Good,Medium
818,"Fusion Super Moist Cake Mix - Yellow, Imported Premium Pack",Gourmet & World Food,445,445,Flours & Pre-Mixes,3.9,0,0,Good,Medium
819,"Advanced Organic Pure Sweetener Blend - 1:4 Sugar Replacement Powder, Unbleached Bundle",Gourmet & World Food,499,499,Thai & Asian Sauces,3.9,0,0,Good,Medium
820,"Essential 100% Whey Protein, Rich Chocolate Range",Beauty & Hygiene,2000,2000,Supplements & Proteins,3.9,0,0,Good,High
821,Expert Chemba Puttu Podi Collection,"Foodgrains, Oil & Masala",145,145,Rice & Other Flours,4.3,0,0,Very Good,Low
822,Advanced Ratnagiri Alphonso Bundle,Beverages,114,120,Juices,3.9,6,5,Good,Low
823,Elite Water Wiper - Nano Edition,Cleaning & Household,149,149,"Mops, Wipers",2.2,0,0,Average,Low
824,New Generation Tomato Salsa Dip - Enjoy With Nacho Chips Style,Gourmet & World Food,157.5,175,"Hummus, Cheese, Salsa Dip",3.9,17.5,10,Good,Medium
825,Signature Canadian Grade A Maple Syrup Model,Gourmet & World Food,481.5,535,Honey & Maple Syrup,3.8,53.5,10,Good,Medium
826,"Signature Harippa Roasted Seeds - Pumpkin, Cheesy Onion Range",Gourmet & World Food,120,120,Roasted Seeds & Nuts,4.8,0,0,Excellent,Low
827,Advanced Premium - 3 Follow-Up Formula Edition,Baby Care,595,595,Infant Formula,4.5,0,0,Excellent,High
828,Expert Hand Wash - Green Apple Model,Beauty & Hygiene,198,198,Hand Wash & Sanitizers,3.9,0,0,Good,Medium
829,Expert Energy Bar Hazelnut Magic 6 pcs + Energy Bar Oat & Apricot 6 pcs Selection,Snacks & Branded Foods,600,600,Granola & Cereal Bars,3.9,0,0,Good,High
830,Ultimate Stevia Tablets Dispenser Bundle,Gourmet & World Food,120,120,Exotic Sugar & Salt,4,0,0,Very Good,Low
831,"Pro Steel Spoon set - Ice cream, Monde Selection","Kitchen, Garden & Pets",115,150,"Cutlery, Spoon & Fork",4.3,35,23.33,Very Good,Low
832,Expert My Dream For Him - Perfumed Deodorant Natural Spray Line,Beauty & Hygiene,295,295,Men'S Deodorants,3.9,0,0,Good,Medium
833,Max Imli Khajoor Chutney Style,"Foodgrains, Oil & Masala",90,90,Cooking Pastes,4.4,0,0,Very Good,Low
834,Elite Water & Juice Glass - Long Range,"Kitchen, Garden & Pets",1099,1099,Glassware,5,0,0,Excellent,High
835,Max Dry Dates/Kharjura/Chuara Style,"Foodgrains, Oil & Masala",699,699,Other Dry Fruits,4,0,0,Very Good,High
836,Essential Express Shine Sponge - Black Set,Cleaning & Household,72,72,Shoe Polish,4.2,0,0,Very Good,Low
837,"Fusion Storewell Airtight Plastic Container - Transparent, With Purple Lid Edition","Kitchen, Garden & Pets",339,769,Containers Sets,4,430,55.92,Very Good,Medium
838,Max Olive Oil - Pomace Premium Pack,Gourmet & World Food,499,499,"Pure, Pomace Olive Oil",4.3,0,0,Very Good,Medium
839,Pro Chai/100% Melamine Water/Juice Tumbler - Red Series,"Kitchen, Garden & Pets",149,192,"Cups, Mugs & Tumblers",3.8,43,22.4,Good,Low
840,Fusion 100% Green Tea Selection,Beverages,141.55,149,Green Tea,3.8,7.45,5,Good,Low
841,Elite Papad - Special Punjabi Masala Series,Snacks & Branded Foods,90,90,"Papads, Ready To Fry",3.2,0,0,Good,Low
842,"Elite Anti Viral & Anti Pollution N95 Face Mask - Tesu, Large, Assorted Selection",Beauty & Hygiene,1195,1195,Face Masks & Safety Gears,3,0,0,Good,High
843,Elite Cookies - Cashew Set,Snacks & Branded Foods,36,40,Cookies,4.1,4,10,Very Good,Low
844,"Advanced Plastic Bucket With Handle - Off Ivory, New Nova, 15400 Bundle",Cleaning & Household,307,307,Buckets & Mugs,4.4,0,0,Very Good,Medium
845,Artisan Millet Idly & Dosa Batter Bundle,Snacks & Branded Foods,100,100,Breakfast & Snack Mixes,3.9,0,0,Good,Low
846,New Generation Plastic Clip Mop - 350 Edition,Cleaning & Household,249,349,"Mops, Wipers",3.5,100,28.65,Good,Medium
847,"Ultimate Prawns, Peeled & Deveined Premium Pack","Eggs, Meat & Fish",405,699,Fresh Fish,3.9,294,42.06,Good,Medium
848,Signature Serum Vegital Perfecting Toning Lotion - For All Skin Types Style,Beauty & Hygiene,697,850,Face Care,3.9,153,18,Good,High
849,New Generation Spring Roll Sheets - 6x6 Series,Snacks & Branded Foods,100,110,Frozen Veg Snacks,4,10,9.09,Very Good,Low
850,Elite Fiesta Serving Bowl With Serving Spoon - Assorted Colour Collection,"Kitchen, Garden & Pets",349,564,Plates & Bowls,4,215,38.12,Very Good,Medium
851,"Expert Glass Water Bottle With Round Base - Yellow, B1367 Selection","Kitchen, Garden & Pets",209,499,Water & Fridge Bottles,3.9,290,58.12,Good,Medium
852,Ultimate Small Jars Set With Printed Lids Bundle,"Kitchen, Garden & Pets",109,130,Glassware,4.2,21,16.15,Very Good,Low
853,Artisan Tasty Masala Coated Peanuts Selection,Snacks & Branded Foods,105,147,Namkeen & Savoury Snacks,3.9,42,28.57,Good,Low
854,Pro Masala - Paneer Set,"Foodgrains, Oil & Masala",37.8,42,Blended Masalas,4.3,4.2,10,Very Good,Low
855,Signature Singhara Atta - Gluten Free Style,Gourmet & World Food,140,140,Flours & Pre-Mixes,3.7,0,0,Good,Low
856,"New Generation Plastic Dustbin/Garbage Bin - Green With Black, Polka Dots, Bon Bon, 12081P-M-B Range",Cleaning & Household,199,320,Dustbins,2.9,121,37.81,Average,Medium
857,"Elite Steel Storage/Lunch Container - No.14, Blue, Klip It Selection","Kitchen, Garden & Pets",219,328,Steel Storage Containers,3.8,109,33.23,Good,Medium
858,New Generation Pink/Rosa Beauty Bathing Bar Style,Beauty & Hygiene,193.5,215,Bathing Bars & Soaps,4.3,21.5,10,Very Good,Medium
859,Pro Sesame Oil - Cold Pressed Collection,Gourmet & World Food,195,195,Flavoured & Other Oils,4.8,0,0,Excellent,Medium
860,Signature Purifying Neem Facial Wipes Model,Beauty & Hygiene,150,200,Face Care,4.3,50,25,Very Good,Medium
861,Elite Fruit Juice - Mango Delight Series,Beverages,164,200,Juices,3.9,36,18,Good,Medium
862,Expert International Italian Mushroom Soup Model,Snacks & Branded Foods,58.5,65,Soups,4.2,6.5,10,Very Good,Low
863,"Pro Plates - Marine Fish, Medium Edition","Kitchen, Garden & Pets",929,1272,Glassware,4,0,0,Very Good,High
864,Fusion Pumpkin - Organically Grown Selection,Fruits & Vegetables,28,35,Organic Vegetables,3.9,7,20,Good,Low
865,Fusion Baby Wipes - Gentle Range,Baby Care,44,44,Baby Wipes,4.3,0,0,Very Good,Low
866,Fusion Face Scrub De Tan With Walnut Granules Line,Beauty & Hygiene,226,350,Face & Body,2,124,35.43,Average,Medium
867,Artisan Hazelnut Kernel Series,Gourmet & World Food,153,170,"Baking, Cake Decorations",3.9,17,10,Good,Medium
868,Pro Mutton Delicate Chops Model,"Eggs, Meat & Fish",550,550,Frozen Mutton,3.9,0,0,Good,High
869,Fusion Snail Moisture Mask Sheet Edition,Beauty & Hygiene,180,180,Face Care,3.9,0,0,Good,Medium
870,Advanced Nutri-licious Masala Veg Atta Noodles - Pouch Premium Pack,Snacks & Branded Foods,80.88,94,Instant Noodles,4.2,13.12,13.96,Very Good,Low
871,Essential Masala - Mumbai Bhaji Pav Selection,"Foodgrains, Oil & Masala",35,35,Blended Masalas,4.4,0,0,Very Good,Low
872,Artisan Squash - Sarasaparilla/Nannari/Sugandhi Root Style,Beverages,140,140,Syrups & Concentrates,2.5,0,0,Average,Low
873,Signature Pure Country Jaggery/Bella Powder Selection,"Foodgrains, Oil & Masala",97,97,Sugar & Jaggery,3.9,0,0,Good,Low
874,"Essential Steel Storage/Lunch Container - No.21, Pink, Klip It Model","Kitchen, Garden & Pets",129,199,Steel Storage Containers,2.8,70,35.18,Average,Low
875,"Signature Sanitary Pads - XL Plus Wings, Ultra Selection",Beauty & Hygiene,156.75,170,Sanitary Napkins,4.3,13.25,7.79,Very Good,Medium
876,Pro Herbal Peptide + Hyaluronic 4% Firming Serum - Complete Age Control Concentrate Range,Beauty & Hygiene,1530,1800,Face Care,3.9,0,0,Good,High
877,Advanced Agar Agar Vegetarian Gelatin Style,Gourmet & World Food,449,449,"Baking, Cake Decorations",3.5,0,0,Good,Medium
878,Artisan Green Tea - Jasmine Bundle,Beverages,166,195,Green Tea,3.9,29,14.87,Good,Medium
879,Fusion Sapphire Storage Container - Assorted Colour Range,Cleaning & Household,249,301,"Laundry, Storage Baskets",3.9,52,17.28,Good,Medium
880,Elite Secondary Class Students - Online Learning Collection,Cleaning & Household,249,256,"Notebooks, Files, Folders",3.9,7,2.73,Good,Medium
881,"Signature Apple - Green, Premium Style",Fruits & Vegetables,145,181.25,Apples & Pomegranate,3.9,36.25,20,Good,Low
882,Max 3-In-1 Conditioning Shampoo Selection,Beauty & Hygiene,225,225,Shampoo & Conditioner,4.5,0,0,Excellent,Medium
883,Expert Makhana - Himalayan Salt & Pepper Range,Gourmet & World Food,79,79,"Healthy, Baked Snacks",3.9,0,0,Good,Low
884,Artisan Gold Flash - Mosquito Repellent Combo Machine & Refill Edition,Cleaning & Household,160.2,178,Mosquito Repellent,4.2,17.8,10,Very Good,Medium
885,New Generation Maharasnadi Kwath Edition,Beauty & Hygiene,175,175,Ayurveda,3.9,0,0,Good,Medium
886,Max Aloe Face Wash Gel Model,Beauty & Hygiene,108,120,Face Care,3.8,12,10,Good,Low
887,"Signature Energy Bars - Berry, 4+ Years, 100% Natural & Healthy Style",Snacks & Branded Foods,700,700,Chocolates,3.8,0,0,Good,High
888,Essential Hot & Cold Jug - Thermo Tuff Edition,"Kitchen, Garden & Pets",349,435,"Cups, Mugs & Tumblers",3.9,86,19.77,Good,Medium
889,Fusion PP Apple Belt Edition,Gourmet & World Food,30,30,"Marshmallow, Candy, Jelly",5,0,0,Excellent,Low
890,Fusion Shade Revive Plant Based Liquid Laundry Detergent Set,Cleaning & Household,262.65,309,"Detergent Powder, Liquid",3.9,46.35,15,Good,Medium
891,Artisan Sensual - Handmade Jasmine Bathing Bar With Natural Chunks Range,Beauty & Hygiene,199,199,Bathing Bars & Soaps,2,0,0,Average,Medium
892,Max El Paso Deodorant Series,Beauty & Hygiene,150,250,Men'S Deodorants,4.7,100,40,Excellent,Medium
893,Pro Complete Detergent Washing Powder Bundle,Cleaning & Household,280,280,"Detergent Powder, Liquid",4.4,0,0,Very Good,Medium
894,Artisan Classic Chicken Delite Soup Premium Pack,Snacks & Branded Foods,49.5,55,Soups,4.3,5.5,10,Very Good,Low
895,Max Kitchen Cloth - Big Premium Pack,Cleaning & Household,99,99,Dust Cloth & Wipes,2,0,0,Average,Low
896,Pro Sugar Free Butter Cookies Selection,Snacks & Branded Foods,34,40,Cookies,4.2,6,15,Very Good,Low
897,Expert Chef Curated Marinade Pahadi Set,"Foodgrains, Oil & Masala",120,120,Blended Masalas,5,0,0,Excellent,Low
898,Advanced Pro 4 Shaving Razor for Men - Blade + Handle + Cap Set,Beauty & Hygiene,299,299,Shaving Care,3.9,0,0,Good,Medium
899,Signature Curcumin Imbued Honey Selection,Gourmet & World Food,499,499,Honey & Maple Syrup,4.6,0,0,Excellent,Medium
900,New Generation Flakes - Ragi Premium Pack,Snacks & Branded Foods,60,60,Kids Cereal,4.3,0,0,Very Good,Low
901,Signature Sports Sunscreen Lotion SPF 50 Premium Pack,Beauty & Hygiene,247,380,Face Care,3.7,133,35,Good,Medium
902,Elite Tea - Masala Vasala Line,Gourmet & World Food,449,449,Gourmet Tea & Tea Bags,3.9,0,0,Good,Medium
903,"Fusion Diabetic Care - Apple Cider Vinegar Blended With Bermuda Grass, Guava Leaf Juice & Honey Collection",Gourmet & World Food,449.1,499,Balsamic & Cider Vinegar,5,49.9,10,Excellent,Medium
904,Essential Papaya & Apricot Anti Tan Scrub Edition,Beauty & Hygiene,208,260,Face Care,3.7,52,20,Good,Medium
905,Pro Pasta - Orecchiette Premium Pack,Gourmet & World Food,325,325,Pastas & Spaghetti,3.9,0,0,Good,Medium
906,Elite Bio Green - Apple Fresh Daily Purifying Shampoo & Conditioner Style,Beauty & Hygiene,74.25,99,Shampoo & Conditioner,4.3,24.75,25,Very Good,Low
907,Signature Olive Pomace Oil Selection,Gourmet & World Food,2800,2800,"Pure, Pomace Olive Oil",2.5,0,0,Average,High
908,New Generation Green Stuffed Hot Pepper Pickle Line,Gourmet & World Food,250,250,"Jams, Marmalade, Spreads",3.9,0,0,Good,Medium
909,Ultimate Organic Basmati Rice/Basmati Akki - White Model,"Foodgrains, Oil & Masala",237.5,250,"Organic Rice, Other Rice",3.8,12.5,5,Good,Medium
910,Signature UV Away Moist Jumbo Sun Block Range,Beauty & Hygiene,1200,1200,Face Care,4.5,0,0,Excellent,High
911,"Max LED Bulb - 12 Watt, Cool White, B22 Style","Kitchen, Garden & Pets",149,269,Cfl & Led Bulbs,3.3,120,44.61,Good,Low
912,New Generation Crunchy Cinnamon Almond Butter Premium Pack,Gourmet & World Food,389,389,Butter & Cream,3.2,0,0,Good,Medium
913,Pro MaxFresh Pink Spicy Fresh Gel Toothpaste - Rajasthan Royals Special Edition Pack Selection,Beauty & Hygiene,89.25,105,Toothpaste,3.9,15.75,15,Good,Low
914,Max Elegance Deodorant - For Men Line,Beauty & Hygiene,159.2,199,Men'S Deodorants,3.9,39.8,20,Good,Medium
915,New Generation Natural Baby Wash Range,Baby Care,149,149,Baby Bath,3.9,0,0,Good,Low
916,Ultimate Bajra Pearls - Roasted Style,Gourmet & World Food,89,89,"Healthy, Baked Snacks",3.9,0,0,Good,Low
917,Fusion Tamarind/Hunisehannu Bundle,"Foodgrains, Oil & Masala",65,65,Whole Spices,3.9,0,0,Good,Low
918,Signature Kitchen Towel Paper Reusable Tissue Washable Style,Cleaning & Household,180,180,Kitchen Rolls,3.8,0,0,Good,Medium
919,Advanced Organic Bisibelebath Mix - Kodo Millet Line,Snacks & Branded Foods,115,115,Breakfast & Snack Mixes,3.9,0,0,Good,Low
920,Expert Wisal Dhabab Perfume Deodorant For Men Line,Beauty & Hygiene,225,299,Men'S Deodorants,3.8,74,24.75,Good,Medium
921,Ultimate Palakkad Red Matta Boiled Rice - Unda Style,"Foodgrains, Oil & Masala",242,350,Boiled & Steam Rice,3.9,108,30.86,Good,Medium
922,Pro Olive Vegetable Oil Selection,Beauty & Hygiene,156.75,165,Aromatherapy,3.9,8.25,5,Good,Medium
923,Advanced Hearts & Kisses For Women Model,Beauty & Hygiene,419.3,599,Eau De Toilette,3.6,179.7,30,Good,Medium
924,Ultimate Chocos - Moons & Stars Premium Pack,Snacks & Branded Foods,175,175,Kids Cereal,4.2,0,0,Very Good,Medium
925,Elite Instant Diet Popcorn - Contains Olive Oil Range,Snacks & Branded Foods,10,10,Chips & Corn Snacks,3.9,0,0,Good,Low
926,Advanced Ultra Mosquito Repellant Refill - Floral Fragrance Range,Cleaning & Household,72,72,Air Freshener,4.2,0,0,Very Good,Low
927,New Generation Con Con Corn Chips - BBQ Style,Gourmet & World Food,120,120,"Healthy, Baked Snacks",3.9,0,0,Good,Low
928,Advanced Disinfectant Surface Sanitizer Bundle,Cleaning & Household,71.1,79,Disinfectant Spray & Cleaners,3.6,7.9,10,Good,Low
929,Fusion Surekha Boiled Rice Series,"Foodgrains, Oil & Masala",228,300,Boiled & Steam Rice,3.9,72,24,Good,Medium
930,Ultimate Peri Peri Masala Line,"Foodgrains, Oil & Masala",42.24,48,Blended Masalas,3.9,5.76,12,Good,Low
931,New Generation Haldi Drops Set,Beauty & Hygiene,190,190,Ayurveda,3.9,0,0,Good,Medium
932,Pro Pasta - 37B Penne Rigate Model,Gourmet & World Food,92,115,Extra Virgin Olive Oil,2,23,20,Average,Low
933,Artisan Asafoetida Powder Set,"Foodgrains, Oil & Masala",160,160,Powdered Spices,4.2,0,0,Very Good,Medium
934,Fusion Face Wash - Blush & Glow Strawberry Gel Series,Beauty & Hygiene,153.75,205,Face Care,4.3,51.25,25,Very Good,Medium
935,Essential Blueberry Almond Crisps Style,Gourmet & World Food,225,225,"Healthy, Baked Snacks",3.9,0,0,Good,Medium
936,"Signature Toothpaste - Whitening, Cavity Protection, 150 G Edition",Beauty & Hygiene,85,100,Toothpaste,4.2,15,15,Very Good,Low
937,"Essential Bathing/Cleaning Bucket - With Plastic Handle, Mango Yellow, L1145PH-LT MY Bundle",Cleaning & Household,249,408,Buckets & Mugs,4.4,159,38.97,Very Good,Medium
938,Artisan Organic Puttu - Pearl Millet Premium Pack,Snacks & Branded Foods,68,68,Breakfast & Snack Mixes,2.3,0,0,Average,Low
939,Advanced Muesli - Gluten Free Set,Gourmet & World Food,790,790,Muesli & Rice Cakes,3.9,0,0,Good,High
940,Elite Organic Powder - Red Chilly Bundle,"Foodgrains, Oil & Masala",52.25,55,Organic Masalas & Spices,4.1,2.75,5,Very Good,Low
941,Essential Thyme Edition,"Foodgrains, Oil & Masala",79,109,Herbs & Seasoning,3.9,30,27.52,Good,Low
942,"Pro Steel Deep Dabba/Storage Container - No. 14, Plain Collection","Kitchen, Garden & Pets",329,459,Steel Storage Containers,3.9,130,28.32,Good,Medium
943,"Fusion Coco Oval Basket With Lid - Medium, Assorted Colour Edition",Cleaning & Household,159,182,"Laundry, Storage Baskets",3.9,23,12.64,Good,Medium
944,New Generation Aluminium Induction Base Flat Bottom Patila Tope Pot - Silver Style,"Kitchen, Garden & Pets",399,599,Tawa & Sauce Pan,3.9,200,33.39,Good,Medium
945,"New Generation Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron Selection",Beauty & Hygiene,12.75,15,Face Care,2.3,2.25,15,Average,Low
946,New Generation Pickle - Prawn Selection,"Eggs, Meat & Fish",225,225,Canned Seafood,3.9,0,0,Good,Medium
947,Expert Stand & Pee Reusable Portable Urination Funnel For Women Set,Beauty & Hygiene,225.5,275,Intimate Wash & Care,2,49.5,18,Average,Medium
948,Max Original Scent - Dry Skin Moisturiser With Cherry Almond Essence Bundle,Beauty & Hygiene,449.1,499,Body Care,4.3,49.9,10,Very Good,Medium
949,Max Cookies-Choco Ripple Cookies Edition,Snacks & Branded Foods,36,40,Cookies,4.2,4,10,Very Good,Low
950,"New Generation Executive Lunch Box - Small, T Blue Style","Kitchen, Garden & Pets",390,390,Lunch Boxes,3.5,0,0,Good,Medium
951,Expert Room Freshener - Soul Blossom Jasmine Line,Cleaning & Household,149,149,Air Freshener,4.3,0,0,Very Good,Low
952,Elite Sauce - Chilli Model,Gourmet & World Food,200,200,Salad Dressings,5,0,0,Excellent,Medium
953,"Advanced Copper Water Fliptop Bottle - Hammered, Plain Selection","Kitchen, Garden & Pets",549,1299,Copper Utensils,2.3,0,0,Average,High
954,Max Himalayan Raw Apple Cider Vinegar Model,Snacks & Branded Foods,296,370,Vinegar,4.2,74,20,Very Good,Medium
955,"Expert Toothbrush - 360 Degree Flosstip, Soft Set",Beauty & Hygiene,142.5,190,Toothbrush,3.9,47.5,25,Good,Low
956,Fusion Purifying Neem Face Wash Collection,Beauty & Hygiene,63,63,Face Care,3.9,0,0,Good,Low
957,Essential Opalware Classique 2 Dinner Set - Mystrio Black Line,"Kitchen, Garden & Pets",2379,3395,Dinner Sets,3.3,0,0,Good,High
958,Essential Black Sliced Olives Premium Pack,Gourmet & World Food,180,200,"Olive, Jalapeno, Gherkin",3.8,20,10,Good,Medium
959,Fusion Diatrin Tablets - Controls Sugar Naturally Collection,Beauty & Hygiene,65,65,Ayurveda,3.9,0,0,Good,Low
960,"Max Hangable Dress Shaped Hand/Basin Towel - Cream, Bh-038 Crm Selection",Beauty & Hygiene,209,260,Bathing Accessories,3.9,51,19.62,Good,Medium
961,Elite 6 Oil Nourish Conditioner Style,Beauty & Hygiene,159,199,Shampoo & Conditioner,4.3,40,20.1,Very Good,Medium
962,"Advanced Stainless Steel  Induction Compatible Pressure Cooker - Silver, HSS10 Bundle","Kitchen, Garden & Pets",5320,5600,Pressure Cookers,3.9,0,0,Good,High
963,"Elite Chips - Potato, Masala Model",Snacks & Branded Foods,45,45,Chips & Corn Snacks,3.4,0,0,Good,Low
964,Pro Dates Powder - Natural Sweetener Collection,Baby Care,300,300,Organic Baby Food,4.6,0,0,Excellent,Medium
965,New Generation Coconut Scraper - Sleek Model,"Kitchen, Garden & Pets",199,225,Choppers & Graters,3.5,26,11.56,Good,Medium
966,Max Infant Formula Baby Food Powder - Stage 1 Series,Baby Care,715,715,Infant Formula,4.5,0,0,Excellent,High
967,Max Organic - Whole Wheat Ajwain Jaggery Teething Sticks Premium Pack,Baby Care,175,175,Organic Baby Food,3.9,0,0,Good,Medium
968,Advanced Pre Shave Foam - Classic Lemon Lime Bundle,Beauty & Hygiene,195.02,199,Shaving Care,4.2,3.98,2,Very Good,Medium
969,Elite Onion - Organically Grown Set,Fruits & Vegetables,35,43.75,Organic Vegetables,3.9,8.75,20,Good,Low
970,Advanced Cheese Spread - Asli Pepper Line,"Bakery, Cakes & Dairy",101.25,135,Cheese,4,33.75,25,Very Good,Low
971,Fusion Lollygum Style,Snacks & Branded Foods,99,125,"Toffee, Candy & Lollypop",3.7,26,20.8,Good,Low
972,Pro Pet Selo Container Set - Silver Range,"Kitchen, Garden & Pets",279,362,Containers Sets,3.6,83,22.93,Good,Medium
973,Pro Amritsari Marinade Series,"Foodgrains, Oil & Masala",51.75,69,Herbs & Seasoning,1,17.25,25,Poor,Low
974,Signature Sriracha Hot Chilli Sauce Edition,Gourmet & World Food,180,180,Thai & Asian Sauces,4,0,0,Very Good,Medium
975,Max Brightening Booster Orange Shower Gel Edition,Beauty & Hygiene,299,299,Shower Gel & Body Wash,3,0,0,Good,Medium
976,Ultimate Icecream Mix- Chocolate Collection,Gourmet & World Food,43.2,48,"Baking, Cake Decorations",4.2,4.8,10,Very Good,Low
977,Advanced Spices - Whole White Pepper Edition,Gourmet & World Food,250,250,"Herbs, Seasonings & Rubs",3,0,0,Good,Medium
978,Essential Comb - Derby Deluxe No 61 Bundle,Beauty & Hygiene,40,40,Tools & Accessories,4,0,0,Very Good,Low
979,Ultimate Scissors - Stylish Cut Premium Pack,Cleaning & Household,220,220,"Scissor, Glue & Tape",3.3,0,0,Good,Medium
980,Max Sylvana Shot Glass Tumbler Edition,"Kitchen, Garden & Pets",359,438,Glassware,3.4,79,18.04,Good,Medium
981,"Advanced Padded Lead - 1 inch, Blue Colour Edition","Kitchen, Garden & Pets",730,730,Pet Collars & Leashes,3.9,0,0,Good,High
982,Ultimate Pimple Clear & Germ Removal Face Wash Set,Beauty & Hygiene,186,249,Face Care,4.4,63,25.3,Very Good,Medium
983,Ultimate Organic Peanut Flax Chutney - Spicy Podi Flavour Premium Pack,Snacks & Branded Foods,120,130,Chutney Powder,3.7,10,7.69,Good,Low
984,Artisan Manuka Honey Multifloral Model,Gourmet & World Food,1999,1999,Honey & Maple Syrup,3.9,0,0,Good,High
985,Advanced Everfresh Morning Rose Dew Gel Blocks Range,Cleaning & Household,59,65,Air Freshener,3.7,6,9.23,Good,Low
986,Artisan Organic Tamarind/Hunisehannu Set,"Foodgrains, Oil & Masala",239,339,Organic Masalas & Spices,3.9,100,29.5,Good,Medium
987,"Essential Muffin - Rich Chocolate, Whole Wheat (Eggless) Edition","Bakery, Cakes & Dairy",289,289,Muffins & Cup Cakes,4.3,0,0,Very Good,Medium
988,Fusion Cheesy Corn Triangles Edition,Snacks & Branded Foods,152,160,Frozen Veg Snacks,3.7,8,5,Good,Medium
989,Fusion Rejuvenating Cucumber & Aloe Vera Face Pack For Skin Edition,Beauty & Hygiene,171,180,Face Care,4.5,9,5,Excellent,Medium
990,Elite Opalware Ivory Multiutility Bowl Set - Autumn Shadow Selection,"Kitchen, Garden & Pets",225,225,Plates & Bowls,3.9,0,0,Good,Medium
991,Elite Cheese Crunchy Layered Crackers Selection,"Bakery, Cakes & Dairy",140,150,"Bakery Biscuits, Cookies",4.5,10,6.67,Excellent,Low
992,Pro Kitchen & Household Daily Cleaning - Reusable Cloth Collection,Cleaning & Household,151.2,180,Dust Cloth & Wipes,3,28.8,16,Good,Medium
993,Signature Glass Water/Juice Tumbler - Summer Range,"Kitchen, Garden & Pets",439,485,Glassware,3.5,46,9.48,Good,Medium
994,Essential Pearl Whitening Peel Off Mask Set,Beauty & Hygiene,144,180,Face Care,3,36,20,Good,Low
995,Advanced Plastic Watering Can - Green Bundle,"Kitchen, Garden & Pets",599,599,Gardening Tools,3.8,0,0,Good,High
996,Artisan Lemon Grass Bundle,Fruits & Vegetables,10,12.5,Indian & Exotic Herbs,3.9,2.5,20,Good,Low
997,Essential Professional Salon Series Platinum Silver Facial Kit Style,Beauty & Hygiene,1120,1600,Face Care,5,0,0,Excellent,High
998,Signature Medium Prawns Selection,Snacks & Branded Foods,225,250,Frozen Non-Veg Snacks,3.9,25,10,Good,Medium
